"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"ROG",2015,"EST",391,15765.275144,809050494.197097,34854762.6965387,229099449.06439,13903590.7241694,20253850.3703856
"LUT",2015,"EST",391,15765.275144,809050494.197097,34854762.6965387,229099449.06439,13903590.7241694,20253850.3703856
"BAU",2020,"EST",388,18311.560934,846954723.52483,32402500.9296544,240039443.080925,12834340.1006237,18936422.9275674
"ROG",2020,"EST",388,18311.560934,702819029.19615,42407539.3602893,251523032.103458,16931720.8571144,24981902.0322089
"LUT",2020,"EST",388,18311.560934,702819029.19615,42407539.3602893,251523032.103458,16931720.8571144,24981902.0322089
"BAU",2025,"EST",385,21136.558771,824759451.805517,34239544.2672114,253583722.404734,13484849.0438849,20179759.283674
"ROG",2025,"EST",385,21136.558771,513555862.288686,51135490.4734273,341794996.887381,20346544.9114368,30448125.6876546
"LUT",2025,"EST",385,21136.558771,520197662.572346,51370416.1003324,350179519.881005,20536385.6312869,30723839.941158
"BAU",2030,"EST",382,23892.100924,797528264.498268,36330599.811584,269089968.964893,14211112.4674518,21562468.1074981
"ROG",2030,"EST",382,23892.100924,406278997.11788,53300241.1479462,436541856.557387,21074822.1141152,31976749.2339247
"LUT",2030,"EST",382,23892.100924,417249355.975541,53779557.7380086,456626728.838272,21468006.9983547,32555248.768383
"BAU",2035,"EST",413,26118.041628,990968499.158805,44465533.9014885,331840140.171097,17877371.5221923,27377685.373315
"ROG",2035,"EST",413,26118.041628,486816167.820574,61942371.4288444,599895889.531488,25122678.9097118,38473262.0268646
"LUT",2035,"EST",413,26118.041628,405536924.85445,57899618.4402082,580473846.89425,22662851.872964,34774290.9299745
"BAU",2040,"EST",448,28259.596183,1194506384.69503,54865291.138968,412334651.39087,22477393.6641724,34744146.6599226
"ROG",2040,"EST",448,28259.596183,554405507.135778,72272734.4125957,813324265.832168,29812876.2150875,46082875.9351297
"LUT",2040,"EST",448,28259.596183,322904306.936254,50489544.9198925,956101971.152509,19228322.3733263,29842343.1596095
"BAU",2045,"EST",485,30158.7426,1417142170.37554,65523741.6989841,495363309.286666,27161729.2932935,42342880.8485145
"ROG",2045,"EST",485,30158.7426,639922520.994791,81995041.2217642,1044130080.97662,34163607.8992243,53258228.2597669
"LUT",2045,"EST",485,30158.7426,327064619.905224,52592728.8114469,1126581879.31778,19617255.0608633,30757345.9907897
"BAU",2050,"EST",525,31624.055443,1642969223.92489,78074044.5328276,593728590.753138,32641172.3215511,51221383.1747186
"ROG",2050,"EST",525,31624.055443,712822675.11489,93590244.8078996,1307172243.30716,39277511.5065036,61635300.5708602
"LUT",2050,"EST",525,31624.055443,324559722.674914,55671045.8650228,1307654647.84751,20368969.4340667,32193452.595059
"BAU",2015,"LVA",621,19970.4676120592,1569195113.84772,62368995.8503696,493896637.077115,23900520.8451306,35614753.6002681
"ROG",2015,"LVA",621,19970.4676120592,1408555882.11024,73460677.2625363,511838802.313918,28282446.6215027,42144368.9099675
"LUT",2015,"LVA",621,19970.4676120592,1408555882.11024,73460677.2625363,511838802.313918,28282446.6215027,42144368.9099675
"BAU",2020,"LVA",580,24756.9153089033,1368777782.94005,57010599.0281548,448322081.198647,21195909.239322,32380534.7628523
"ROG",2020,"LVA",580,24756.9153089033,1088103591.23504,76595435.2419824,481169264.044322,28746818.3951672,43915896.310749
"LUT",2020,"LVA",580,24756.9153089033,1088103591.23504,76595435.2419824,481169264.044322,28746818.3951672,43915896.310749
"BAU",2025,"LVA",542,32342.0678591713,1095924535.23817,48366535.5812162,590035593.006712,17101814.868236,27169512.3592017
"ROG",2025,"LVA",542,32342.0678591713,522401567.984509,64733834.7831639,965476478.140836,23047276.7503593,36615018.6596787
"LUT",2025,"LVA",542,32342.0678591713,627560639.425161,68534551.6560731,1068432205.44772,25449945.3368055,40336464.5904818
"BAU",2030,"LVA",506,42515.3353640477,903194864.163018,45038457.1290041,544679758.565389,14789222.2357333,24767692.9490012
"ROG",2030,"LVA",506,42515.3353640477,265404877.609587,49082445.8088971,1136393982.43758,16143269.283188,27035332.2457339
"LUT",2030,"LVA",506,42515.3353640477,412734308.448585,57867293.29566,1453902575.35299,21019832.981102,35008026.4071997
"BAU",2035,"LVA",526,53629.094375548,1125133306.68168,53280003.7679265,646993080.617413,17320699.0343278,30597831.5194834
"ROG",2035,"LVA",526,53629.094375548,273573444.295761,46517550.4545358,1576535598.27949,15056561.0788281,26598125.0664153
"LUT",2035,"LVA",526,53629.094375548,328117528.915999,51077959.4242914,1909131246.50246,17642404.1449487,31053324.9708601
"BAU",2040,"LVA",549,67157.2168871099,1386394751.36874,66031370.6931466,805116624.056138,20916836.5570924,39452078.0217275
"ROG",2040,"LVA",549,67157.2168871099,255648043.732959,44434043.6506161,2180917207.31638,13941956.2158724,26296478.5761354
"LUT",2040,"LVA",549,67157.2168871099,260317365.104607,44305430.3156974,2451293376.34678,14367767.2681553,27048857.488062
"BAU",2045,"LVA",574,83419.7449782074,1726942089.82639,81101885.5917731,992321194.258083,24575359.6431285,50174801.9275783
"ROG",2045,"LVA",574,83419.7449782074,243503675.800743,41680202.7528499,2912556863.01685,12460012.5772473,25439247.7732601
"LUT",2045,"LVA",574,83419.7449782074,213546600.685504,37803026.8070008,3042652754.01295,11353346.0913745,23172174.0046857
"BAU",2050,"LVA",599,103406.387527523,2128345865.08808,100716471.656706,1236348788.21674,28541295.0344178,64263765.8539116
"ROG",2050,"LVA",599,103406.387527523,218201802.491432,38447887.5409459,3812100297.80658,10711045.4016808,24117059.6118423
"LUT",2050,"LVA",599,103406.387527523,168095655.53669,31938756.1467521,3728639552.96021,8730483.0432844,19676414.5618805
"BAU",2015,"BLR",3763,18329.5918081211,8644194294.99464,311595624.757961,5283054640.79066,109741206.002002,162888032.10961
"ROG",2015,"BLR",3763,18329.5918081211,7645832195.02833,361786230.579437,5682326695.68948,127981446.326246,189963585.138134
"LUT",2015,"BLR",3763,18329.5918081211,7645832195.02833,361786230.579437,5682326695.68948,127981446.326246,189963585.138134
"BAU",2020,"BLR",3809,18499.1282603931,8608762569.75423,334804957.423472,5682832626.51893,118281086.118968,175623279.235577
"ROG",2020,"BLR",3809,18499.1282603931,6930533809.95555,418683379.838836,6355122028.96964,148924510.478961,221128879.578932
"LUT",2020,"BLR",3809,18499.1282603931,6930533809.95555,418683379.838836,6355122028.96964,148924510.478961,221128879.578932
"BAU",2025,"BLR",3826,23696.4175384578,9475989700.55833,330605687.473226,5591058996.77237,115867055.56021,176427840.835193
"ROG",2025,"BLR",3826,23696.4175384578,5102450455.52702,429851904.01805,8774996196.49431,151898604.001069,231249323.705049
"LUT",2025,"BLR",3826,23696.4175384578,4795193231.23668,411169522.89941,9253818204.07505,144568031.069554,220161935.962299
"BAU",2030,"BLR",3807,31415.4954819114,10066521173.1599,337286836.857732,5678350099.0555,116047189.710816,183463746.078655
"ROG",2030,"BLR",3807,31415.4954819114,4068026075.0106,352426998.48444,10950607240.7089,122894992.920658,193868772.384754
"LUT",2030,"BLR",3807,31415.4954819114,3634845015.36497,338783859.891018,12193629741.9118,116846971.990696,184758035.139929
"BAU",2035,"BLR",3896,40364.5497851876,11467620565.2598,371877912.123126,6246638178.20351,125919239.569833,208015836.172374
"ROG",2035,"BLR",3896,40364.5497851876,3633039563.25013,316530286.893043,14694577367.8618,107940365.514069,178065871.593193
"LUT",2035,"BLR",3896,40364.5497851876,2960580581.08772,275506428.47767,15246912571.1947,92000789.5224578,152058885.457906
"BAU",2040,"BLR",3981,50790.9522256283,12907161558.2477,419475086.888087,7028826348.05281,138358194.799175,240645375.252564
"ROG",2040,"BLR",3981,50790.9522256283,3128661293.853,276295169.181516,18410478054.0632,91877316.1461726,159376990.099311
"LUT",2040,"BLR",3981,50790.9522256283,2324023059.81599,224090902.666136,18453947063.7076,71898210.0029748,125126735.280002
"BAU",2045,"BLR",4066,63004.1496387916,14662183421.1654,471214409.951263,7879152669.24627,149707101.008533,276619264.132018
"ROG",2045,"BLR",4066,63004.1496387916,2733727926.29573,239650299.241475,22362844789.5285,76950514.6588441,141535556.542053
"LUT",2045,"BLR",4066,63004.1496387916,1852106281.93136,181548462.197152,21676103559.3075,55442342.318322,102499069.246509
"BAU",2050,"BLR",4151,78089.3511666817,16719393022.532,539084586.888484,8998635437.1517,162500504.77942,323587626.735531
"ROG",2050,"BLR",4151,78089.3511666817,2305030048.92147,206722593.328949,26987247624.4286,63209823.0252239,124940711.846891
"LUT",2050,"BLR",4151,78089.3511666817,1425911786.43527,146234337.775764,25300178966.5177,41925064.790616,83507966.6072361
"BAU",2015,"LTU",517,32870.0502826423,1108210277.83491,43695615.4916465,572127522.60657,15709827.5523149,24996334.8825372
"ROG",2015,"LTU",517,32870.0502826423,1002705771.44096,49647732.6034567,604502587.746865,17908249.191725,28494303.4839567
"LUT",2015,"LTU",517,32870.0502826423,1002705771.44096,49647732.6034567,604502587.746865,17908249.191725,28494303.4839567
"BAU",2020,"LTU",508,39360.4643722993,1059075020.51475,46491437.9788462,607833963.730824,16276937.1532253,26755852.6653207
"ROG",2020,"LTU",508,39360.4643722993,835470368.156749,59147249.4608656,677712453.613693,20854678.1895671,34280693.7060742
"LUT",2020,"LTU",508,39360.4643722993,835470368.156749,59147249.4608656,677712453.613693,20854678.1895671,34280693.7060742
"BAU",2025,"LTU",500,49968.5174493797,1050550977.17585,50097086.1498619,653705877.009368,16805005.2241248,29124422.301797
"ROG",2025,"LTU",500,49968.5174493797,529605101.527748,64366821.9547788,1006788578.43809,21716297.7973186,37636086.3591241
"LUT",2025,"LTU",500,49968.5174493797,547956223.862749,65040920.9049016,1048673896.26278,22194424.1259437,38439676.7115116
"BAU",2030,"LTU",491,63614.4588473652,1036777658.81498,54867506.1026956,714568330.692809,17342144.954293,32171164.4328959
"ROG",2030,"LTU",491,63614.4588473652,344934980.948043,59043050.6167835,1359503020.81095,18681491.0251164,34655766.123781
"LUT",2030,"LTU",491,63614.4588473652,371974418.274217,60492601.1340614,1479194602.34383,19634371.1432468,36370574.4324932
"BAU",2035,"LTU",511,78215.4115401732,1279031689.42173,66749353.5957636,872841835.50342,20409526.4954067,40640981.4726674
"ROG",2035,"LTU",511,78215.4115401732,340871998.429003,58842019.5604035,1900098902.43271,17914398.6298943,35672495.5366
"LUT",2035,"LTU",511,78215.4115401732,305541110.602727,55590491.0307183,1940646465.93794,16832415.8447305,33525719.6700048
"BAU",2040,"LTU",536,94454.9151339991,1582926614.84803,83643875.7661141,1098730683.73695,24483658.2788217,52761471.7985707
"ROG",2040,"LTU",536,94454.9151339991,328454951.179061,59464974.4112179,2618559270.73139,17250755.0524061,37174805.1633636
"LUT",2040,"LTU",536,94454.9151339991,252980458.434143,50983443.7153888,2471711929.01999,14254898.1135726,30778233.0855246
"BAU",2045,"LTU",561,112421.935996685,1948356533.68028,102375352.069722,1349633233.80448,28255630.4860571,66479250.0714842
"ROG",2045,"LTU",561,112421.935996685,322664525.366905,58802520.8996488,3438660271.40567,16025254.6322073,37703880.3179216
"LUT",2045,"LTU",561,112421.935996685,219495489.641472,46228646.9773843,3027844673.14658,11833960.4325501,27935366.3843465
"BAU",2050,"LTU",586,124514.516604811,2262522907.34699,121114640.240889,1602782418.41788,32169848.5756975,80288732.0429258
"ROG",2050,"LTU",586,124514.516604811,316105971.864556,60383502.2595238,4183201563.33087,15801430.4782282,39436829.0101249
"LUT",2050,"LTU",586,124514.516604811,194938725.191894,44303000.8644717,3469856600.20436,10656695.9537239,26716513.5008121
"BAU",2015,"POL",6233,24902.044571235,22029477410.4885,715281751.39635,9001899638.86626,287577555.774762,442095663.441813
"ROG",2015,"POL",6233,24902.044571235,20107060889.101,821408405.500248,9493856836.22627,331434008.935863,509452997.857893
"LUT",2015,"POL",6233,24902.044571235,20107060889.101,821408405.500248,9493856836.22627,331434008.935863,509452997.857893
"BAU",2020,"POL",6259,29517.7147999608,22202013247.5726,797187334.704979,10070765009.0518,316931023.281645,499465297.093212
"ROG",2020,"POL",6259,29517.7147999608,17988138893.0832,1028503081.57963,11157930717.8868,412270481.126681,649484642.27376
"LUT",2020,"POL",6259,29517.7147999608,17988138893.0832,1028503081.57963,11157930717.8868,412270481.126681,649484642.27376
"BAU",2025,"POL",6354,32794.6022729534,22648318858.7111,883300095.472423,11170105012.2352,348878217.377836,559452034.710101
"ROG",2025,"POL",6354,32794.6022729534,13542415089.8435,1269995930.84608,15042480882.7429,507908387.981084,813431296.59837
"LUT",2025,"POL",6354,32794.6022729534,13018281930.3664,1236507408.13987,15496327547.2427,492891805.086372,790070463.880013
"BAU",2030,"POL",6476,35521.4683854618,22848127581.6542,977546800.92467,12763620105.0704,384463760.49808,625498470.657278
"ROG",2030,"POL",6476,35521.4683854618,11159008167.3273,1372829839.3999,19056561068.7902,548137251.117242,889906893.311184
"LUT",2030,"POL",6476,35521.4683854618,10537956015.4674,1327506428.74443,19103522641.043,524941524.088726,853665469.235145
"BAU",2035,"POL",6776,37603.3306915457,24647440756.3017,1094404197.66989,14298750650.0466,429628398.463557,706265064.095265
"ROG",2035,"POL",6776,37603.3306915457,11308897214.5167,1465818140.49494,22537366313.1818,584180930.538539,957493696.454234
"LUT",2035,"POL",6776,37603.3306915457,10115831672.0643,1377340447.89678,22111541901.602,537118148.850959,883459531.710796
"BAU",2040,"POL",7077,39358.0734046445,26329596889.3778,1217662104.89007,15920832667.4687,477089182.994299,791087874.777238
"ROG",2040,"POL",7077,39358.0734046445,11435219753.4856,1560551236.76552,26073334544.4059,620793202.291771,1025419819.35609
"LUT",2040,"POL",7077,39358.0734046445,9791980938.50516,1425438577.53222,25039130130.1461,548811200.554554,911362007.145776
"BAU",2045,"POL",7374,40850.3432074774,28203473791.9272,1326578094.87004,17353847272.1937,518561865.085719,866218314.27518
"ROG",2045,"POL",7374,40850.3432074774,11995165947.731,1635686086.26631,29255107729.6863,649184376.750462,1079304584.43885
"LUT",2045,"POL",7374,40850.3432074774,9881674279.03116,1457484723.67921,27562614242.2751,554319585.442938,928060731.026587
"BAU",2050,"POL",7669,41997.025558284,29764321958.1147,1448506285.3854,18962640301.0776,565413932.122753,949775176.720117
"ROG",2050,"POL",7669,41997.025558284,12219689653.5994,1728291866.52114,32565122211.417,685220605.78982,1144530127.94459
"LUT",2050,"POL",7669,41997.025558284,9713900535.73481,1505026686.07501,30129186848.9257,566623086.529496,954571402.972885
"BAU",2015,"DEU",16772,47994.5024680147,119931218855.047,4202613908.53067,45785741440.4762,1667444082.21385,2815306048.81588
"ROG",2015,"DEU",16772,47994.5024680147,112177505373.575,4658993950.47458,47358699648.1805,1852582170.44454,3128600163.27194
"LUT",2015,"DEU",16772,47994.5024680147,112177505373.575,4658993950.47458,47358699648.1805,1852582170.44454,3128600163.27194
"BAU",2020,"DEU",17119,51221.8041691519,118132194003.905,4862808420.84202,53114185532.4411,1911163629.91408,3279627441.92708
"ROG",2020,"DEU",17119,51221.8041691519,94662911212.8961,6232283813.71452,57936931568.4222,2467880121.6833,4236079185.23977
"LUT",2020,"DEU",17119,51221.8041691519,94662911212.8961,6232283813.71452,57936931568.4222,2467880121.6833,4236079185.23977
"BAU",2025,"DEU",17430,54010.3181735588,117485136522.689,5423631721.62538,59368792239.1108,2113107545.08893,3676560920.60295
"ROG",2025,"DEU",17430,54010.3181735588,69495229011.3966,7909076474.05161,73641361282.9435,3115776945.61414,5423094333.83522
"LUT",2025,"DEU",17430,54010.3181735588,68666334647.0203,7870504657.67198,73696188771.7832,3095152028.73759,5386987098.52421
"BAU",2030,"DEU",17667,57060.4056457102,116047174963.938,6002123061.56057,65834075306.3446,2316534907.07999,4091133946.63193
"ROG",2030,"DEU",17667,57060.4056457102,56274633829.7808,8738256219.44799,88477039849.5778,3416422430.29531,6035747700.07758
"LUT",2030,"DEU",17667,57060.4056457102,55126415935.0586,8638421178.76463,88619791972.9441,3366814042.03496,5947579408.06928
"BAU",2035,"DEU",18242,60262.1045952598,120665005633.821,6565540168.56097,72142704837.6134,2502054246.44215,4489065718.22313
"ROG",2035,"DEU",18242,60262.1045952598,55751280198.4551,9129633306.61345,102482753919.183,3521290785.11313,6319267343.11398
"LUT",2035,"DEU",18242,60262.1045952598,53682375980.6607,8938708050.68259,102340333944.596,3425995733.90751,6147451827.44802
"BAU",2040,"DEU",18804,64135.0329572656,125691379760.676,7177835947.78505,78997800554.6498,2693779348.77741,4925973215.37583
"ROG",2040,"DEU",18804,64135.0329572656,54788743710.5269,9473621856.04597,119161466319.575,3594784819.098,6573915022.5032
"LUT",2040,"DEU",18804,64135.0329572656,51918065847.4956,9177331491.90194,118663159674.49,3449952324.94363,6307946597.58495
"BAU",2045,"DEU",19339,68456.2690123801,132558051996.274,7722341638.95076,85085757756.8437,2847476722.7082,5318480705.62973
"ROG",2045,"DEU",19339,68456.2690123801,55501731985.9678,9664918114.82183,136328092570.01,3599418539.30377,6721205303.92657
"LUT",2045,"DEU",19339,68456.2690123801,51791370676.8605,9263765778.89545,135409597399.457,3408210961.59916,6362814162.45063
"BAU",2050,"DEU",19831,72401.8773062084,137648409514.298,8327740251.53141,91888433134.852,3021892722.53824,5754471948.89756
"ROG",2050,"DEU",19831,72401.8773062084,54229245928.1859,9914759495.93091,154284430329.418,3631266996.38576,6910273098.49609
"LUT",2050,"DEU",19831,72401.8773062084,49907051401.7511,9406971135.12349,152759892041.351,3394816037.48399,6458767942.73602
"BAU",2015,"UKR",12186,4562.48955735554,29849019819.3424,1877746886.11994,24775878508.4082,724370059.997143,998102675.267583
"ROG",2015,"UKR",12186,4562.48955735554,24781190387.5779,2162634204.16864,26133609937.9449,840553514.025925,1157778326.34638
"LUT",2015,"UKR",12186,4562.48955735554,24781190387.5779,2162634204.16864,26133609937.9449,840553514.025925,1157778326.34638
"BAU",2020,"UKR",12111,5362.74667755275,29417673693.511,1863797271.99,24835210056.8609,721961206.403459,999127423.050648
"ROG",2020,"UKR",12111,5362.74667755275,22073788781.1392,2272803103.84227,26811531732.7193,890046470.884248,1231118444.10805
"LUT",2020,"UKR",12111,5362.74667755275,22073788781.1392,2272803103.84227,26811531732.7193,890046470.884248,1231118444.10805
"BAU",2025,"UKR",11984,6960.95094628655,31128702929.3988,1731090846.98216,23196828494.7062,674127190.412136,940848862.141434
"ROG",2025,"UKR",11984,6960.95094628655,15709368806.3709,2066196032.44131,34129583962.0559,814845340.148038,1135748615.12035
"LUT",2025,"UKR",11984,6960.95094628655,15591511711.534,2049288077.39347,34823879592.1848,810280228.65072,1129119077.11773
"BAU",2030,"UKR",11815,9006.83331711728,33262141109.8872,1578557735.91544,21242316537.6528,616237186.505301,869418806.355699
"ROG",2030,"UKR",11815,9006.83331711728,12913147329.4835,1630836967.08499,39684419014.7532,645554705.762407,908708270.346403
"LUT",2030,"UKR",11815,9006.83331711728,12689778352.8537,1628521105.48886,41855412350.8444,648162034.644806,911931822.657022
"BAU",2035,"UKR",12051,11267.2901176629,39135495723.219,1429739118.40873,19216408409.9736,559143113.463836,798158876.464483
"ROG",2035,"UKR",12051,11267.2901176629,12545079346.0515,1377793280.58,46212113713.0184,548010370.648419,779391106.767782
"LUT",2035,"UKR",12051,11267.2901176629,11591313642.8298,1290429342.60567,48211872704.6534,514562595.556471,731741596.609162
"BAU",2040,"UKR",12300,13739.2628873832,43456716051.8497,1389972546.66281,18666590403.0023,544356794.35846,787029647.718226
"ROG",2040,"UKR",12300,13739.2628873832,11867162892.7167,1164695984.95797,52882348698.573,464713971.497407,668389238.98254
"LUT",2040,"UKR",12300,13739.2628873832,10488231596.7161,1053983415.85317,54589454137.9801,419430310.797348,603491799.975122
"BAU",2045,"UKR",12550,16499.9211768863,46801935256.5145,1400759418.39178,19201603281.4485,548666185.18609,804652799.13964
"ROG",2045,"UKR",12550,16499.9211768863,10948138683.114,977811343.610046,60218827166.5625,391178198.825542,569718085.896928
"LUT",2045,"UKR",12550,16499.9211768863,9215960875.2754,853396323.756419,61386110950.8479,338449492.363194,493519129.906132
"BAU",2050,"UKR",12791,19941.5459394906,49824166375.261,1470807050.22713,20144190999.9842,574622098.096253,857795063.118152
"ROG",2050,"UKR",12791,19941.5459394906,9476147206.65654,824771637.936206,68528677788.501,329656369.204646,487621355.225772
"LUT",2050,"UKR",12791,19941.5459394906,7594584728.63708,693061182.638624,68824325709.733,273255233.678016,404990171.672266
"BAU",2015,"NOR",986,52981.7163340055,1640922818.82423,116688383.511108,1098120362.65306,32304538.1945718,57424828.1402048
"ROG",2015,"NOR",986,52981.7163340055,1530824079.5834,124704727.569098,1126939828.44009,34616327.516214,61534284.9506408
"LUT",2015,"NOR",986,52981.7163340055,1530824079.5834,124704727.569098,1126939828.44009,34616327.516214,61534284.9506408
"BAU",2020,"NOR",1066,55102.2034443393,1994904859.70014,166065086.572336,1582574044.06428,48420238.1516815,86706803.4154664
"ROG",2020,"NOR",1066,55102.2034443393,1476789154.28361,202354431.679371,1712030796.2803,59546276.7981858,106630357.750191
"LUT",2020,"NOR",1066,55102.2034443393,1476789154.28361,202354431.679371,1712030796.2803,59546276.7981858,106630357.750191
"BAU",2025,"NOR",1129,58388.0139892787,2248644589.66247,208693907.203964,2004266843.14991,61974276.7340103,112618219.03907
"ROG",2025,"NOR",1129,58388.0139892787,1110415018.14709,275074890.745479,2419926428.74489,82627531.9639189,150148835.674329
"LUT",2025,"NOR",1129,58388.0139892787,927891869.403918,255617991.47122,2242121960.66349,73918555.9626571,134610371.329656
"BAU",2030,"NOR",1186,61778.9388754509,2438018646.57547,251909879.416952,2434819613.85472,75423243.5328346,139228432.733744
"ROG",2030,"NOR",1186,61778.9388754509,910658817.086204,325988901.470862,3144459347.93664,98744374.0071681,182278350.682542
"LUT",2030,"NOR",1186,61778.9388754509,685233205.521617,282377484.768981,2738078631.4218,80108515.1138536,148420051.386076
"BAU",2035,"NOR",1266,64879.9249856346,2822156735.24214,300642870.63798,2923443080.03528,90767235.0256359,169957801.674404
"ROG",2035,"NOR",1266,64879.9249856346,996230588.223817,373077967.769073,3943081389.58394,113700444.814138,212899265.297162
"LUT",2035,"NOR",1266,64879.9249856346,659354537.776926,300563282.754008,3202725881.42993,83167564.3633595,156568456.5411
"BAU",2040,"NOR",1346,68102.0492261685,3188368513.5383,353606624.70605,3456879675.57046,107012201.990447,203433947.92542
"ROG",2040,"NOR",1346,68102.0492261685,1061543716.82908,419220596.05273,4851052734.07589,127773333.746883,242901587.297878
"LUT",2040,"NOR",1346,68102.0492261685,637181012.63145,317341267.876281,3716294054.39728,85633109.8667896,163896964.412783
"BAU",2045,"NOR",1426,71451.8072513569,3609716567.36376,405864035.144931,3984886003.95795,122536691.017108,236698089.009409
"ROG",2045,"NOR",1426,71451.8072513569,1176997800.33687,460305705.366381,5811125905.04654,139640368.414015,269736419.988297
"LUT",2045,"NOR",1426,71451.8072513569,650296691.19308,330602859.729557,4237834016.81051,86944839.4832482,169281839.112607
"BAU",2050,"NOR",1506,74877.0089208413,3989883023.02547,464601825.008801,4581055534.04267,139571347.819509,274085616.167949
"ROG",2050,"NOR",1506,74877.0089208413,1239810628.5748,502555941.482978,6911107726.23652,151350483.003554,297217093.905195
"LUT",2050,"NOR",1506,74877.0089208413,636372078.569239,344273360.573193,4824148283.37579,88273087.3483304,174896213.665236
"BAU",2015,"CZE",1704,28888.1125770528,6901885222.09504,240794949.161273,3409962245.49474,96753056.8345989,150924791.006201
"ROG",2015,"CZE",1704,28888.1125770528,6378282086.57076,267975782.798148,3567382555.24454,107938661.051472,168367498.835291
"LUT",2015,"CZE",1704,28888.1125770528,6378282086.57076,267975782.798148,3567382555.24454,107938661.051472,168367498.835291
"BAU",2020,"CZE",1764,31732.7849902177,6963564695.63521,285096576.018407,4051494080.72286,113895495.828377,180240149.389465
"ROG",2020,"CZE",1764,31732.7849902177,5564105685.8802,357286007.150984,4475497122.91557,143596947.715417,227243510.751557
"LUT",2020,"CZE",1764,31732.7849902177,5564105685.8802,357286007.150984,4475497122.91557,143596947.715417,227243510.751557
"BAU",2025,"CZE",1816,36069.8198854785,7156233624.64732,327047040.003017,4658532838.97089,129190000.662151,209022458.936073
"ROG",2025,"CZE",1816,36069.8198854785,3996843601.83082,439008101.098688,6318429311.48377,174555398.345568,282421324.668484
"LUT",2025,"CZE",1816,36069.8198854785,3868610503.67001,433364458.050013,6316942353.23955,171348113.813332,277370021.833417
"BAU",2030,"CZE",1865,40603.7261210531,7303327952.88368,372880211.648896,5323478646.96815,145410910.275434,240795840.77353
"ROG",2030,"CZE",1865,40603.7261210531,3119430963.9781,470963720.873537,8200670367.58133,184698662.549355,305813006.890799
"LUT",2030,"CZE",1865,40603.7261210531,2937119271.12046,456000424.795474,8159092282.3925,176870321.316835,293183558.7775
"BAU",2035,"CZE",1952,44284.4318829728,7828439420.66617,418916974.298828,5996117362.81793,161427528.423298,272385710.905464
"ROG",2035,"CZE",1952,44284.4318829728,3001498635.73179,488870648.067446,9898382612.14997,189086330.434456,318933760.946282
"LUT",2035,"CZE",1952,44284.4318829728,2715103172.65626,462287729.330217,9709938060.326,175318760.620252,296352916.775995
"BAU",2040,"CZE",2050,47269.0095492078,8367369879.92903,469987974.757095,6746265547.31536,179262926.448549,307117752.75757
"ROG",2040,"CZE",2050,47269.0095492078,2932630100.98543,511615043.918177,11633770500.883,195584119.503761,334831560.187516
"LUT",2040,"CZE",2050,47269.0095492078,2553149637.46082,472184899.211165,11219836432.913,175393732.25523,301272963.92779
"BAU",2045,"CZE",2153,50164.0237136396,9046704055.43439,519298364.950098,7472597892.09098,195904496.819947,340622745.579588
"ROG",2045,"CZE",2153,50164.0237136396,3011847353.69819,529717474.160565,13370133466.578,200036057.168365,347407096.918806
"LUT",2045,"CZE",2153,50164.0237136396,2528066659.30716,477638738.452995,12679950561.1538,173731030.961916,303094954.200031
"BAU",2050,"CZE",2258,53160.8018264145,9663979374.21945,577574924.391684,8333250039.54814,215346340.350485,380205809.207865
"ROG",2050,"CZE",2258,53160.8018264145,2979036153.12395,549945899.947892,15372452893.3733,205005114.757012,361362011.141052
"LUT",2050,"CZE",2258,53160.8018264145,2413424169.41712,484494227.20996,14337126121.2014,172527512.190274,305859603.28569
"BAU",2015,"NLD",3549,41704.4222294495,14128437107.9067,611940431.259396,6057359939.11998,226949415.218105,377552454.959285
"ROG",2015,"NLD",3549,41704.4222294495,13054433805.88,679759921.045305,6262543141.44728,252916015.897279,420752468.359472
"LUT",2015,"NLD",3549,41704.4222294495,13054433805.88,679759921.045305,6262543141.44728,252916015.897279,420752468.359472
"BAU",2020,"NLD",3696,44834.2373213104,14272332009.7728,744824660.107189,7413077842.73625,274982527.881653,464769330.383806
"ROG",2020,"NLD",3696,44834.2373213104,10986693881.0837,950234431.851994,8049539427.18329,353906538.146742,598168945.532998
"LUT",2020,"NLD",3696,44834.2373213104,10986693881.0837,950234431.851994,8049539427.18329,353906538.146742,598168945.532998
"BAU",2025,"NLD",3841,49113.4049193234,14715525224.5711,876874019.797324,8762447947.58302,320275917.416774,553028909.171684
"ROG",2025,"NLD",3841,49113.4049193234,7834252456.33183,1222745196.31157,11208092075.3103,451626945.572635,779725237.50063
"LUT",2025,"NLD",3841,49113.4049193234,7510509184.6472,1202175882.77297,11111576309.3661,440162742.525872,760498656.897286
"BAU",2030,"NLD",3952,53670.1209247311,14859793715.5467,1013814365.14568,10165371968.3376,365489670.944055,645645166.609841
"ROG",2030,"NLD",3952,53670.1209247311,5941171496.83975,1368846010.31203,14538477030.0875,499295054.999514,881737638.387056
"LUT",2030,"NLD",3952,53670.1209247311,5545092346.90348,1319720126.8378,14302092387.2622,474124483.327382,838414639.578296
"BAU",2035,"NLD",4129,58115.9877983037,15904576845.4999,1148558205.37893,11551123648.6965,408187811.59819,737244860.402183
