"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"BAU",2035,"ZAF",29667,25660.1155624665,155875763366.273,16424877680.3516,123968098785.021,6094252910.37969,9378433177.29181
"ROG",2035,"ZAF",29667,25660.1155624665,65439395927.6053,15935901411.1305,220443739930.408,5912547364.97929,9089525415.61129
"LUT",2035,"ZAF",29667,25660.1155624665,58769977482.2379,14863194381.2299,227330119390.453,5439354391.44634,8369324563.94956
"BAU",2040,"ZAF",30989,28691.5358619823,169483019461.407,17540933674.8305,132296781767.309,6436126496.97439,10065628244.1231
"ROG",2040,"ZAF",30989,28691.5358619823,64151538701.3172,15670456743.9023,260786732538.566,5738565892.17984,8960250007.09259
"LUT",2040,"ZAF",30989,28691.5358619823,56059370361.3898,14307313186.1709,267639381405.205,5145564112.42929,8045301767.79828
"BAU",2045,"ZAF",32276,31342.9801618136,182738504863.925,18622259076.3123,140355793891.028,6759386761.42145,10723667028.8204
"ROG",2045,"ZAF",32276,31342.9801618136,64075186698.5754,15452716468.6961,297954885816.725,5591247770.17334,8849778571.19844
"LUT",2045,"ZAF",32276,31342.9801618136,54577047371.496,13836800836.8608,304051468403.755,4896142794.77909,7764743412.95989
"BAU",2050,"ZAF",33510,33793.0807465094,192939532863.956,19888813759.6829,149850043863.193,7146955738.67328,11491162947.8907
"ROG",2050,"ZAF",33510,33793.0807465094,61930119678.6537,15355208715.0518,336115446378.439,5496118554.46657,8808376504.77303
"LUT",2050,"ZAF",33510,33793.0807465094,51429144785.704,13490974553.4064,340805498259.283,4702457186.72735,7556379215.0294
"BAU",2015,"MDG",2937,4232.97416631838,1338853355.58713,1297234041.4659,7986257573.14398,480352257.227621,664707844.025882
"ROG",2015,"MDG",2937,4232.97416631838,1368132040.63156,1295048173.54487,7972188836.14886,479462025.49919,663481717.079446
"LUT",2015,"MDG",2937,4232.97416631838,1368132040.63156,1295048173.54487,7972188836.14886,479462025.49919,663481717.079446
"BAU",2020,"MDG",3728,4391.54693088023,1599253767.73989,1854340570.54302,11537352189.3468,686153778.151801,950096080.1611
"ROG",2020,"MDG",3728,4391.54693088023,1361368521.31463,1871851870.34184,11548640872.4898,693233054.000703,959896809.457673
"LUT",2020,"MDG",3728,4391.54693088023,1361368521.31463,1871851870.34184,11548640872.4898,693233054.000703,959896809.457673
"BAU",2025,"MDG",4662,4775.86910622084,1949072340.20187,2542114403.49341,15975768241.9152,935471728.252374,1298303380.3616
"ROG",2025,"MDG",4662,4775.86910622084,1453127767.48432,2467160160.78236,17465851646.6967,904346615.104885,1255058941.81683
"LUT",2025,"MDG",4662,4775.86910622084,1207192781.62066,2315647360.72991,16473107530.3503,824081823.971356,1145800428.64039
"BAU",2030,"MDG",5727,5316.48744512118,2308726637.99982,3371512849.17145,21381444765.5668,1230981685.63092,1714110152.95078
"ROG",2030,"MDG",5727,5316.48744512118,1418058142.46279,3079692819.39886,25979507486.3347,1115586329.55012,1553260072.72019
"LUT",2030,"MDG",5727,5316.48744512118,1074876548.40784,2726410444.91147,23377515314.2551,935946861.369456,1307532185.96766
"BAU",2035,"MDG",6554,6147.35848109999,2719932770.60726,4035886503.37487,25711357437.1222,1468779972.58106,2054686821.25953
"ROG",2035,"MDG",6554,6147.35848109999,1424717201.18909,3347728174.90644,35632538474.4099,1201019945.36328,1679646045.24337
"LUT",2035,"MDG",6554,6147.35848109999,1014670137.76502,2837936006.241,31206608046.6212,949820082.664902,1334165496.92774
"BAU",2040,"MDG",7426,7172.8159694443,3178558616.63224,4768265682.95624,30499665726.6489,1728740814.52191,2431946420.30266
"ROG",2040,"MDG",7426,7172.8159694443,1382132726.88821,3514576969.5724,47834145734.7034,1247717645.7349,1754292622.25188
"LUT",2040,"MDG",7426,7172.8159694443,919835043.606969,2852511747.83041,40806275335.2073,931412654.787197,1316572856.86198
"BAU",2045,"MDG",8347,8491.60196299124,3839543100.50723,5569436111.48544,35745600053.1819,2010197674.7493,2848024455.86356
"ROG",2045,"MDG",8347,8491.60196299124,1375990958.77992,3544287333.57887,63027122996.4782,1244219269.13126,1761084682.9538
"LUT",2045,"MDG",8347,8491.60196299124,855852536.084342,2748684789.53925,52363627480.5605,875954546.206997,1247671921.40906
"BAU",2050,"MDG",9308,10197.3046631511,4590076874.2706,6455318520.58836,41556679021.4398,2317757277.9775,3313602955.7427
"ROG",2050,"MDG",9308,10197.3046631511,1285953418.26779,3432027209.34775,81499046706.3251,1190892771.31732,1699818299.17005
"LUT",2050,"MDG",9308,10197.3046631511,557896750.316188,1890827065.98563,72860631151.2427,585726663.486553,840550781.134899
"BAU",2015,"GAB",707,20352.62516,1714519235.73558,109206024.088909,416555153.892303,41980457.3119238,62704237.7896027
"ROG",2015,"GAB",707,20352.62516,1713881274.71069,109260616.744144,416483250.532331,42002271.6641885,62736820.863233
"LUT",2015,"GAB",707,20352.62516,1713881274.71069,109260616.744144,416483250.532331,42002271.6641885,62736820.863233
"BAU",2020,"GAB",777,23189.820413,2116639958.56065,134845799.527355,517765797.698626,52622377.260945,79623638.7149416
"ROG",2020,"GAB",777,23189.820413,1991247238.2818,145399314.723262,503332757.75178,56915832.771855,86120124.9672471
"LUT",2020,"GAB",777,23189.820413,1991247238.2818,145399314.723262,503332757.75178,56915832.771855,86120124.9672471
"BAU",2025,"GAB",861,23696.962333,2520649522.79167,167840247.573767,649801595.664098,66456843.9053085,100730026.668137
"ROG",2025,"GAB",861,23696.962333,1900012142.62311,218073242.420559,600695656.824412,87028570.0180169,131911021.704486
"LUT",2025,"GAB",861,23696.962333,1656472969.76183,210291415.846755,558085588.537817,81327073.9990834,123492492.19976
"BAU",2030,"GAB",954,23623.637128,2905579555.26496,208574227.524149,814255906.566816,83498307.0978666,126450375.411085
"ROG",2030,"GAB",954,23623.637128,1946194919.50541,285701096.903151,728584316.559434,115664260.989374,175162703.677447
"LUT",2030,"GAB",954,23623.637128,1533244599.81102,261300345.508943,643005703.971982,99844531.7371709,151711265.67082
"BAU",2035,"GAB",1023,23989.43455,3226564634.27789,237794929.075154,932722455.242641,95568245.5356086,144958420.900911
"ROG",2035,"GAB",1023,23989.43455,2091668121.14999,326728097.941414,856614521.617521,132849066.266325,201506167.20228
"LUT",2035,"GAB",1023,23989.43455,1560381362.91931,288635610.217723,735706097.721089,109014544.080301,166060388.492735
"BAU",2040,"GAB",1097,24453.862139,3577693610.44528,270062256.021086,1064106829.74967,108782065.219846,165356008.258461
"ROG",2040,"GAB",1097,24453.862139,2244560228.44799,371474377.557666,1011465045.15615,151438602.268118,230196795.001904
"LUT",2040,"GAB",1097,24453.862139,1581933470.10592,318575639.787165,847047597.085114,118883974.272611,181637126.00939
"BAU",2045,"GAB",1179,25070.891013,4016948727.87852,303313433.248041,1199887684.82945,122203450.38888,186309189.173445
"ROG",2045,"GAB",1179,25070.891013,2477060474.19746,416316919.428567,1194494971.05827,169740557.81624,258783410.746226
"LUT",2045,"GAB",1179,25070.891013,1653967271.9538,347277177.482681,976929163.553004,127808773.421736,196010270.531249
"BAU",2050,"GAB",1267,25904.824132,4478900319.29569,342645848.007478,1361054544.25255,137901744.000977,211105706.298138
"ROG",2050,"GAB",1267,25904.824132,2682569438.47682,468279695.703683,1439110725.04263,190710557.668881,291947627.3985
"LUT",2050,"GAB",1267,25904.824132,1701447620.91149,379958604.47314,1152950298.96555,137873811.626741,212471998.95419
"BAU",2015,"KWT",2779,67970.081967,27691524488.8568,392519093.848351,2402086923.5714,129505463.549828,244464569.658125
"ROG",2015,"KWT",2779,67970.081967,27318499648.4296,422793301.911579,2421101349.34775,139620846.548432,263559152.109692
"LUT",2015,"KWT",2779,67970.081967,27318499648.4296,422793301.911579,2421101349.34775,139620846.548432,263559152.109692
"BAU",2020,"KWT",3202,68873.355583,33045876694.5444,492853390.921852,3036903696.84354,160107162.945965,303789314.017949
"ROG",2020,"KWT",3202,68873.355583,32437496194.573,542466574.797731,3071805260.86373,176444703.293335,334788365.425431
"LUT",2020,"KWT",3202,68873.355583,32437496194.573,542466574.797731,3071805260.86373,176444703.293335,334788365.425431
"BAU",2025,"KWT",3571,67368.499782,37295368558.4207,580332321.330893,3595397956.35302,187767633.340477,353831788.708732
"ROG",2025,"KWT",3571,67368.499782,35312451281.1263,752633045.134544,3609611141.58591,243870532.198326,459552826.46939
"LUT",2025,"KWT",3571,67368.499782,34258428951.5818,748640422.297414,3534561242.34678,240257240.303789,452984519.908824
"BAU",2030,"KWT",3915,65251.883682,41002756281.3603,665677707.033912,4143479009.58736,215275345.044149,401645887.840858
"ROG",2030,"KWT",3915,65251.883682,38818028517.6471,870912851.696623,3988525752.11334,282111745.749043,526344633.513284
"LUT",2030,"KWT",3915,65251.883682,36814870909.0809,856905300.639323,3829500039.93757,272810909.821547,509479847.72368
"BAU",2035,"KWT",4193,63850.875457,44077003728.8079,732352216.766611,4573883769.98116,236509812.679051,438386336.274159
"ROG",2035,"KWT",4193,63850.875457,41852319009.9314,954234332.865597,4276222821.70285,308664914.69233,572130515.666901
"LUT",2035,"KWT",4193,63850.875457,37541502626.2273,896679389.892511,5950364407.429,283350059.013823,525872876.197028
"BAU",2040,"KWT",4466,62917.418397,47172169237.807,802287724.812873,5026046196.56705,258375660.134721,476882747.473987
"ROG",2040,"KWT",4466,62917.418397,44859050695.519,1043185137.7129,4610067000.57981,336498125.710984,621073016.805181
"LUT",2040,"KWT",4466,62917.418397,39642962986.6453,974104100.067966,6332721607.47371,305442773.264882,564623050.306199
"BAU",2045,"KWT",4732,63062.000265,50535958853.2943,873138584.440032,5484385543.69496,279363750.187688,516160841.906568
"ROG",2045,"KWT",4732,63062.000265,48018780052.3051,1134774699.74393,5053626378.24835,363662454.096053,671913655.046214
"LUT",2045,"KWT",4732,63062.000265,41822049442.1423,1052809451.53777,6880177570.58702,326523675.284018,604372749.29466
"BAU",2050,"KWT",4985,64388.301017,54118174884.364,951189669.864423,5988421902.35651,301165676.198986,560271441.498672
"ROG",2050,"KWT",4985,64388.301017,51268018878.1086,1233134363.38152,5685812329.9728,391057366.622934,727500813.743942
"LUT",2050,"KWT",4985,64388.301017,44007342545.2757,1135788626.91585,7694743512.492,347215611.987136,647233684.69637
"BAU",2015,"QAT",1395,109327.723689073,11166490055.8284,147305587.686084,860595908.28806,39451419.4763973,91543834.4614557
"ROG",2015,"QAT",1395,109327.723689073,11086781167.0582,154453888.220419,866838155.540917,41389190.408716,96040275.4972092
"LUT",2015,"QAT",1395,109327.723689073,11086781167.0582,154453888.220419,866838155.540917,41389190.408716,96040275.4972092
"BAU",2020,"QAT",1595,112477.47972845,13988610408.6972,194198230.928176,1143818423.88614,51602275.9090877,121581134.727928
"ROG",2020,"QAT",1595,112477.47972845,13841604205.9983,207357712.224932,1155865133.9228,55143435.8206571,129924531.074635
"LUT",2020,"QAT",1595,112477.47972845,13841604205.9983,207357712.224932,1155865133.9228,55143435.8206571,129924531.074635
"BAU",2025,"QAT",1699,121781.273478037,16062995690.5784,226763783.434932,1340087107.51127,57949957.7658726,142951102.866244
"ROG",2025,"QAT",1699,121781.273478037,15284345957.413,283398521.798705,1553941419.45357,72483679.5834174,178802924.725426
"LUT",2025,"QAT",1699,121781.273478037,14690097062.1843,281607337.97798,1532851013.61143,71133811.7204197,175593421.015734
"BAU",2030,"QAT",1776,131681.273489397,17912071545.0854,256822704.554968,1521095839.65459,62879984.0660657,162885160.608596
"ROG",2030,"QAT",1776,131681.273489397,16847625089.649,320203574.208841,1967603101.50878,78462985.466641,203251578.055998
"LUT",2030,"QAT",1776,131681.273489397,15793295331.8762,313360740.631876,1925904693.25392,75211754.5124225,195051808.167161
"BAU",2035,"QAT",1881,137674.158235346,19996418752.2826,288961951.309441,1716583090.30031,68896017.3108461,183834388.798078
"ROG",2035,"QAT",1881,137674.158235346,18707440578.5052,356560239.475116,2355903184.9385,85072652.4888046,226998303.880893
"LUT",2035,"QAT",1881,137674.158235346,16133329515.9529,327208729.409837,3298019860.16719,75650961.2920677,202201975.060352
"BAU",2040,"QAT",1986,141261.851096132,21949601006.3785,320392758.303625,1908808308.5568,75140240.6443804,204089267.838585
"ROG",2040,"QAT",1986,141261.851096132,20458466849.7083,392812291.603422,2710213219.15707,92181462.0784306,250375124.467801
"LUT",2040,"QAT",1986,141261.851096132,17109144595.6829,354361773.013401,3732564223.01794,79847160.7960288,217351886.58487
"BAU",2045,"QAT",2085,144570.50896573,23851056711.2767,350223275.604092,2091770101.40576,80860880.6913195,223259202.481262
"ROG",2045,"QAT",2085,144570.50896573,22143394463.3773,427971490.825719,3065255031.80082,98868320.147735,272978257.448227
"LUT",2045,"QAT",2085,144570.50896573,18029538674.499,380346565.855203,4164971149.89534,83709301.6584912,231732723.820319
"BAU",2050,"QAT",2173,148869.633094926,25719611371.859,380886719.944122,2279664093.27722,86185122.4802824,243082559.624801
"ROG",2050,"QAT",2173,148869.633094926,23751777607.1172,463459105.183364,3476194136.90507,104923255.272348,295932902.591208
"LUT",2050,"QAT",2173,148869.633094926,18887660911.4268,406200161.44447,4672881948.26642,87049009.1266387,246252370.844104
"BAU",2015,"ARE",5609,76799.4893436853,36456630550.0836,853214152.740275,8069019189.52002,237278096.537781,471378356.572877
"ROG",2015,"ARE",5609,76799.4893436853,36026105148.538,884561084.438431,8174935336.36696,246260239.941633,489237145.30295
"LUT",2015,"ARE",5609,76799.4893436853,36026105148.538,884561084.438431,8174935336.36696,246260239.941633,489237145.30295
"BAU",2020,"ARE",6568,78683.564572239,45998243213.7707,1168905987.20448,11228900640.3379,323160068.555616,646763947.815333
"ROG",2020,"ARE",6568,78683.564572239,44657207046.5453,1266066618.13843,11570900553.111,350706882.423684,701997842.822023
"LUT",2020,"ARE",6568,78683.564572239,44657207046.5453,1266066618.13843,11570900553.111,350706882.423684,701997842.822023
"BAU",2025,"ARE",7318,78595.6296991712,53164755281.8958,1419579055.32312,13744421460.7461,392320461.019499,784812799.634209
"ROG",2025,"ARE",7318,78595.6296991712,48172839620.4921,1787064714.9059,15002857431.7425,495108340.801429,990654761.920063
"LUT",2025,"ARE",7318,78595.6296991712,45280999610.3302,1756174125.48006,14520846950.2966,477872191.407825,957066784.597769
"BAU",2030,"ARE",7990,77636.0739817222,59097698940.1067,1661352394.03831,16178279965.7006,460270865.772844,916753448.26685
"ROG",2030,"ARE",7990,77636.0739817222,53101524438.4964,2120128470.62718,17501751022.2319,589131698.787168,1173670014.33598
"LUT",2030,"ARE",7990,77636.0739817222,47895591308.5475,2033281376.96164,16439278522.1886,547388977.907032,1092242338.65376
"BAU",2035,"ARE",8622,77037.5316425915,65064578089.3363,1872115284.14979,18311078767.6546,518836352.770135,1030901544.48291
"ROG",2035,"ARE",8622,77037.5316425915,58697629226.7431,2371734456.53315,19590599649.8523,659230577.060017,1310104937.95577
"LUT",2035,"ARE",8622,77037.5316425915,51170548014.8158,2232801841.44504,17974767404.2493,594552967.369447,1184115777.76582
"BAU",2040,"ARE",9266,76224.610983539,70996559760.4164,2093180156.98024,20554118570.3481,580540520.305033,1149443410.29096
"ROG",2040,"ARE",9266,76224.610983539,64232134770.0389,2644004639.68308,21709414608.1884,735495536.162527,1456475970.38194
"LUT",2040,"ARE",9266,76224.610983539,54302292837.827,2449498341.30789,19505850100.8324,646256037.412767,1283213752.58849
"BAU",2045,"ARE",9885,75889.1092266503,77064560673.5909,2299637858.40337,22656528994.0991,636893809.272895,1259505242.95907
"ROG",2045,"ARE",9885,75889.1092266503,69682540120.5626,2907852917.24781,23851581742.6168,807848178.105227,1597789432.48548
"LUT",2045,"ARE",9885,75889.1092266503,57372803577.867,2656573950.97582,21063234609.1938,693969258.780376,1376964638.68985
"BAU",2050,"ARE",10445,76988.6041096041,83052282783.3771,2523343574.1417,24929417607.6992,694080422.337503,1380615547.41831
"ROG",2050,"ARE",10445,76988.6041096041,74633166692.0718,3176783291.86511,26728175134.0477,876592500.052921,1743859334.71996
"LUT",2050,"ARE",10445,76988.6041096041,60069111392.719,2866910561.26428,23313352016.8451,738567577.367265,1474660403.58849
"BAU",2015,"OMN",838,51977.5701012866,6001988843.24313,90373143.5570489,513430082.881154,36536414.1286668,63238453.8879795
"ROG",2015,"OMN",838,51977.5701012866,5947023005.37272,94469532.2887554,512157497.697298,38213829.2540518,66141780.3798487
"LUT",2015,"OMN",838,51977.5701012866,5947023005.37272,94469532.2887554,512157497.697298,38213829.2540518,66141780.3798487
"BAU",2020,"OMN",972,50670.2820497581,7260846603.03768,114211401.547289,654168652.663309,46127532.5629988,79351397.7633475
"ROG",2020,"OMN",972,50670.2820497581,7140620983.64883,123156312.969938,651770006.619272,49790223.8537811,85652182.9419667
"LUT",2020,"OMN",972,50670.2820497581,7140620983.64883,123156312.969938,651770006.619272,49790223.8537811,85652182.9419667
"BAU",2025,"OMN",1071,53574.5045607693,8402874824.87253,135735660.216577,781133119.035549,53992262.8399308,94249547.4880721
"ROG",2025,"OMN",1071,53574.5045607693,7837609813.77465,173446388.710171,838192064.41913,69085222.2967235,120596000.187709
"LUT",2025,"OMN",1071,53574.5045607693,7520090353.58692,172464228.385896,822335530.995975,67844766.310219,118512102.196924
"BAU",2030,"OMN",1124,58135.5934077087,9197338554.32542,151489716.742753,873641310.488501,59110005.9692323,105551051.530011
